case_id	partition	operation	implementation	execution_class	frame_id	source_model_id	expected_source_epoch_hex	catalog_fixture_id	expected_result	expected_error_code	expected_reencode_frame_id	combined_precedence	coverage_tags	input_identity_sha256	expected_output_sha256	case_binding_sha256
native-encode-value-plus-one	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-value-plus-one	4141414141414141414141414141414141414141414141414141414141414141	-	error	4	-	frozen-order	value-plus-one	16e68a2b2bd839b95e84010c66005c5f2fee7a725a62b9274aecf890937fd751	-	aa966d51b055cb3ebb797077d17c18dd8c2f3238dc0703f27eeebc20daf92589
native-encode-value-zero	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-value-zero	4141414141414141414141414141414141414141414141414141414141414141	-	error	4	-	frozen-order	value-zero	53605b66e5f42e625eee14da2528c88d749de2bf3240827303025f9f0afecce9	-	1ae4d7756ec862c495a94024aaccee9afbbb495b74db228b2db416619af5fef9
native-encode-wrong-pegged-asset	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-wrong-pegged-asset	4141414141414141414141414141414141414141414141414141414141414141	-	error	6	-	frozen-order	wrong-pegged-asset	dcf0e4d588affa77626e5d134ff90177f17a65f24ab44e12a5dd2f3be742d87e	-	85ffd0fb9e24c3260a639928fec6e2f4ecea59904b8d52dc3b0ee81558b950ea
native-encode-wrong-profile-address	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-wrong-profile-address	4141414141414141414141414141414141414141414141414141414141414141	-	error	7	-	frozen-order	wrong-profile-address	4fce859d02d886aec3b1d2f8de16ca02480585df3830425e6a88d4f3110bc5af	-	a457a984680045dec5084ac43b8c79fb7d382665b31362aef060d96fcc68bf75
native-encode-zero-destination-asset	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-zero-destination-asset	4141414141414141414141414141414141414141414141414141414141414141	-	error	3	-	frozen-order	zero-destination-asset	c43426a46b174f985f305f962232905dd80ef6cb81b21f5c6b90813f59f6c65e	-	6b787a923dbb6073db7f750050f73cbe9acc894e7a4f084ed4609640501f0a38
native-encode-zero-epoch	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-zero-epoch	4141414141414141414141414141414141414141414141414141414141414141	-	error	1	-	frozen-order	zero-epoch	caee081bbd0153e158c95f0d378d1e7d9b5cf5f04dcca57ab587ace76c5c0890	-	3fd91756540223d5ece11384ef595abddefc25743ce2a8391dde05898dd5f32c
native-encode-zero-epoch-numeric	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-zero-epoch-numeric	4141414141414141414141414141414141414141414141414141414141414141	-	error	1	-	frozen-order	zero-epoch-numeric	f1902c16ad9d90ea69e042a567536e3ee6917f7dd5766ddcf3cf64c1958ec899	-	49a2c8dac75b819c8ac327f337bc6eddd5bd072363336ba07891dd75f18e7f6a
native-encode-zero-manifest	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-zero-manifest	4141414141414141414141414141414141414141414141414141414141414141	-	error	3	-	frozen-order	zero-manifest	570f082e764fe30f3df6eb9f7dceab2910780e9041b64704e14155ff4f660639	-	6e9242143a183281a32cec066b9b3747d40482a554ab1756bf4600160a195278
native-encode-zero-pegged-asset	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-zero-pegged-asset	4141414141414141414141414141414141414141414141414141414141414141	-	error	3	-	frozen-order	zero-pegged-asset	e38b8567d457762a9ecb78ee6fac2e38eece96cfa1b313a3f2b2fa7e7a913566	-	c603479cf502401f640607bc82e398b4708f1fbce66511454f9fc17fa0e600cd
native-encode-zero-selected-asset	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-zero-selected-asset	4141414141414141414141414141414141414141414141414141414141414141	-	error	3	-	frozen-order	zero-selected-asset	f35de43cc281a5d7008997847357b2f53519f2c805cc970013783921a6eef6c8	-	f76d504277ad7d65c0fd6d767c4bd49b427b09ebd132fe0a8c2e375f142ed077
native-encode-zero-selected-txid	native-raw-encoder	encode	native	symbolic-only	-	model-native-encode-zero-selected-txid	4141414141414141414141414141414141414141414141414141414141414141	-	error	3	-	frozen-order	zero-selected-txid	745c35fdece8be309c1fdb69c6d78f856a3c8870105f7cb587ff2a416e9f2ff4	-	83810cfff48c191b22224c62b2bbc1e31fe21081566466d8ae5f5b758378c60b
prepare-amount-proof	native-prepare	prepare	native	concrete-frame	frame-amount-proof-failure	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	8	-	context-plan-funding	amount-proof-failure	29aa6f20a90323802fbce3fc841258cabed385c5a27eda35d676a9021f15bcb1	-	8390211d2876da38a5f7768ca5b0e773888bbcff1ed74c00a5166011f0be3694
prepare-candidate-id	native-prepare	prepare	native	concrete-frame	frame-candidate-id-mismatch	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	8	-	context-plan-funding	candidate-id-mismatch	9db43877cd3cae4b5d8617b98b69be94a633252d9d4cfc1cb029d56cc1475bfb	-	3981427584d78b23d9033fdead4c0949fc3e6686d61e8089ecbbfebe17c25135
prepare-candidate-noncanonical	native-prepare	prepare	native	concrete-frame	frame-candidate-noncanonical	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	8	-	context-plan-funding	candidate-noncanonical	23286a20d4317559efb133823ee5ef85bd518d50607a928467a423154e439186	-	879f6f61d63adc9b9a03fc9ff0662b92923269099f9886aa9658a291859af664
prepare-combined-context-before-plan-funding	native-prepare	prepare	native	concrete-frame	frame-combined-context-plan-funding	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	6	-	context-plan-funding	combined-context-before-plan-funding	eee7480a4d1fb47b7985146228f8dc22bf6e61af79b9338f3b161358cb2877ca	-	ad27b25173d83608564c88516b744357da2d03fe62688faea18a583aeb316fa6
prepare-combined-plan-before-funding	native-prepare	prepare	native	concrete-frame	frame-combined-plan-funding	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	7	-	context-plan-funding	combined-plan-before-funding	ed3942f82fc08ec160cc4fff34ee80ff4be663ceea78b7fd2388eee56281af8e	-	cfa779467ecddab510f745ae33531ee4008df15a043acbefefc2c83b3d978cbc
prepare-conservation-asset	native-prepare	prepare	native	concrete-frame	frame-conservation-asset-mismatch	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	7	-	context-plan-funding	declared-asset-conservation	5ed2f57cb5173aa8ceb96bdbc2131a8ab116e16f689b09013e6c3743453f2522	-	e994c603d89d798dcbdca00420da9791b1b156f2ba8c296f359efad4470f4b78
prepare-conservation-value	native-prepare	prepare	native	concrete-frame	frame-conservation-value-mismatch	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	7	-	context-plan-funding	declared-value-conservation	185c5a0566ecd385eaf4003db38e6031c1563edee62252a6c24c5b7e8cef496e	-	1c98e8cbcde8df2169cd1f4fac2cffa45283d66b930b1e5aa46559dd6f3268f9
prepare-descriptor-nonownership	native-prepare	prepare	native	concrete-frame	frame-descriptor-nonownership	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	8	-	context-plan-funding	descriptor-nonownership	468f0acc27ee642a93115792836ddaba3a74fdceea5acc9d6040d06646c76772	-	8aed4b839a4b07496aa5854a0dcec3b96d2119d32991395522553d61eda7a60b
prepare-duplicate-previous-identity	native-prepare	prepare	native	concrete-frame	frame-duplicate-previous-identity	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	8	-	context-plan-funding	duplicate-previous-identity	7f965586cbb487d5d4b9970bd83c6e8cf42291f83d830802124042dbc1bd87a8	-	4be132409eb60a8fb304fdef26aafc25557878fd0e408ef087e56a2b14a6bd61
prepare-extra-previous	native-prepare	prepare	native	concrete-frame	frame-extra-previous	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	8	-	context-plan-funding	extra-previous	b6ebbae1a2d001309863967b1f200d9dd7b974eb0a9c38e9e15a434d9a031a0c	-	f41b99cedf860d681d9e69e339d61e47d421534a731e91bcefff447b5e8d3734
prepare-main-public-valid	native-prepare	prepare	native	concrete-frame	frame-main-public-valid	-	4242424242424242424242424242424242424242424242424242424242424242	catalog-main-0	ok	0	-	context-plan-funding	public-funding-valid	f7ed1810999280fc7914bf15538a5292d5511964692b1504929e7cfc65b7be6c	-	98a6f3f1cc7077a04dd001bb7ea24c6c2955a92c696516b01e9e1923e18842d9
prepare-malformed-address	native-prepare	prepare	native	concrete-frame	frame-malformed-address	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	7	-	context-plan-funding	malformed-address	391714b40a4f01c512d27f954e6dd3ef1678c55ab6e42ddb54ef73fdec80c442	-	09e1909cc722ec7c1285017594676bbd816b9259bdb426aa191df74a25933351
prepare-missing-previous	native-prepare	prepare	native	concrete-frame	frame-missing-previous	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	8	-	context-plan-funding	missing-previous	06a522c6952f93fb0014715fa0adbe70e27083f15e8eca299736314f4f2fe31e	-	f772482d8702ce5918b5602bb0f25216554a76f81b109f9a4455f75ddcbe76f7
prepare-noncanonical-address	native-prepare	prepare	native	concrete-frame	frame-noncanonical-address	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	7	-	context-plan-funding	noncanonical-address	62dea071b5a6d67e4be8de31f06dca37cef2c15d955f80175b12305c463bd602	-	a4713215fcf39703dc444717b5d5691fa6963b65c6c8665eeaf1585dfb3fd0a5
prepare-nonconfidential-address	native-prepare	prepare	native	concrete-frame	frame-nonconfidential-address	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	7	-	context-plan-funding	nonconfidential-address	6bd9a737ebf30feca2eb4c5fe47cd670eaaefe49f33d501ab1c30e25618c423f	-	603d08c63c6269d5e650389412f5d9d617d3b4a36466431773b5f15ca92987ea
prepare-output-index	native-prepare	prepare	native	concrete-frame	frame-output-index-mismatch	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	8	-	context-plan-funding	public-output-index-mismatch	7617a6a80841ef07d4fcd1108b02d85ec80aca4135949dca3fb02a6cd8dc0eb9	-	a5e7f00159fbaaf0f70bcb68c2a403a55300caa042315976ec62f22f77a8ebae
prepare-public-output-shape	native-prepare	prepare	native	concrete-frame	frame-public-output-shape	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	8	-	context-plan-funding	public-output-shape	fbdce60fcb1072570c950accbf128b40f31c0a0c88bffb1d3f468a6670e80022	-	260241b416c665b971f4dd554b7a0a3ff5c575c010241908962f7118df6c02a3
prepare-test-public-valid	native-prepare	prepare	native	concrete-frame	frame-test-public-valid	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	ok	0	-	context-plan-funding	public-funding-valid	fa8cf8321c8de34a8d4d1f8c881b327bf3961520857e2480e5564ccff012153f	-	89f31cf3491feac910e72e0cd07d99aff453e04aca37938005e0595d1fde5225
prepare-test-shared-previous-valid	native-prepare	prepare	native	concrete-frame	frame-test-shared-previous-valid	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	ok	0	-	context-plan-funding	shared-previous-distinct-vouts	ef47458656fb0f9118ea1f9964b70a72ced729feb2226aac3231ddc8494426e7	-	05500e98343f413f38fcd2c24297a4804dbf89caa351c74d291c2061bbb68a20
prepare-unknown-manifest	native-prepare	prepare	native	concrete-frame	frame-unknown-manifest	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	6	-	context-plan-funding	unknown-manifest	96dbbea351c51ee04fac7f5d0556f9e66be55c1382e93878e0701dfe18265f6b	-	1f93fcc84075fc601cdd3f257ad4c7229d36e33fbc8bcec4f129bf0f15d1b977
prepare-wrong-catalog-main-with-test	native-prepare	prepare	native	concrete-frame	frame-test-public-valid	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-main-0	error	6	-	context-plan-funding	catalog-network-mismatch	fa8cf8321c8de34a8d4d1f8c881b327bf3961520857e2480e5564ccff012153f	-	60c85b5a589de17cb2877c23ba3b89b9e6acba6a82152c402608b97ce1e1bbc7
prepare-wrong-catalog-test-with-main	native-prepare	prepare	native	concrete-frame	frame-main-public-valid	-	4242424242424242424242424242424242424242424242424242424242424242	catalog-test-0	error	6	-	context-plan-funding	catalog-network-mismatch	f7ed1810999280fc7914bf15538a5292d5511964692b1504929e7cfc65b7be6c	-	5d127a955dd42e8c439ab9bbe1fad4806d07e2c7a3d80a88af6632ebee6e68a4
prepare-wrong-pegged-asset	native-prepare	prepare	native	concrete-frame	frame-wrong-pegged-asset	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	6	-	context-plan-funding	pegged-asset-mismatch	c41a753122c5ccb06091527f35d31eca10801eee169ccc6d802d25a0fe36c033	-	ecf7c6196ac9bdd3f5df8b02c96ebbb9585548ed8a559adae8f77dd8becfb6b6
prepare-wrong-pegged-asset-main	native-prepare	prepare	native	concrete-frame	frame-main-wrong-pegged-asset	-	4242424242424242424242424242424242424242424242424242424242424242	catalog-main-0	error	6	-	context-plan-funding	pegged-asset-mismatch-main	229460f395c662898ad4d6c950e167cb25d87870f693174832f9cba5fdd7b780	-	9fccab0fbed2053b9ca1358a04135bf01c3280d7e9453500f03e6d1801f1d92c
prepare-wrong-profile-address	native-prepare	prepare	native	concrete-frame	frame-wrong-profile-address	-	4141414141414141414141414141414141414141414141414141414141414141	catalog-test-0	error	7	-	context-plan-funding	wrong-address-profile	899b76f96ff6deaafc9e3f954e392249487e72f16e2af9e4bc67a859859f7ed8	-	c7598758bd41cc2741def8d655540e04eb34342bad86fd586d45b855a7590e81
prepare-wrong-profile-address-main	native-prepare	prepare	native	concrete-frame	frame-main-wrong-profile-address	-	4242424242424242424242424242424242424242424242424242424242424242	catalog-main-0	error	7	-	context-plan-funding	wrong-address-profile-main	4b133d3f52724b827b0aa195b8d0274923842cb7e15f0c3a62a4b6b5ad6bb4ba	-	c81cc9a929854a3844f7e95cbd1d85b44256a3ad152041e3a75abd6433e039bb
reencode-amount-proof-failure	native-reencode	reencode	native	concrete-frame	frame-amount-proof-failure	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-amount-proof-failure	-	byte-identical	29aa6f20a90323802fbce3fc841258cabed385c5a27eda35d676a9021f15bcb1	29aa6f20a90323802fbce3fc841258cabed385c5a27eda35d676a9021f15bcb1	713760601eb6e11a7e237dd73b6821eb1db71377682dda37c115c234be4885c9
reencode-candidate-id-mismatch	native-reencode	reencode	native	concrete-frame	frame-candidate-id-mismatch	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-candidate-id-mismatch	-	byte-identical	9db43877cd3cae4b5d8617b98b69be94a633252d9d4cfc1cb029d56cc1475bfb	9db43877cd3cae4b5d8617b98b69be94a633252d9d4cfc1cb029d56cc1475bfb	7b8f10b3cf996796e7cbe01d0c5d32f8df2dcd3f99bc1706761bcc682bd45482
reencode-candidate-noncanonical	native-reencode	reencode	native	concrete-frame	frame-candidate-noncanonical	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-candidate-noncanonical	-	byte-identical	23286a20d4317559efb133823ee5ef85bd518d50607a928467a423154e439186	23286a20d4317559efb133823ee5ef85bd518d50607a928467a423154e439186	c06950bfb19904c001b916d59eb438edbd4cd9fcd2f725cfb1be8feb8012bdaa
reencode-combined-context-plan-funding	native-reencode	reencode	native	concrete-frame	frame-combined-context-plan-funding	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-combined-context-plan-funding	-	byte-identical	eee7480a4d1fb47b7985146228f8dc22bf6e61af79b9338f3b161358cb2877ca	eee7480a4d1fb47b7985146228f8dc22bf6e61af79b9338f3b161358cb2877ca	5fcdf77a794521c9e4d78ef35f7431efe2e1a3cbce14a770d308da8e5c912d4d
reencode-combined-plan-funding	native-reencode	reencode	native	concrete-frame	frame-combined-plan-funding	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-combined-plan-funding	-	byte-identical	ed3942f82fc08ec160cc4fff34ee80ff4be663ceea78b7fd2388eee56281af8e	ed3942f82fc08ec160cc4fff34ee80ff4be663ceea78b7fd2388eee56281af8e	daf8448017e4faca31e8cdfff5af327073ac93d02cf6f7c90ec5826b4de632ea
reencode-conservation-asset-mismatch	native-reencode	reencode	native	concrete-frame	frame-conservation-asset-mismatch	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-conservation-asset-mismatch	-	byte-identical	5ed2f57cb5173aa8ceb96bdbc2131a8ab116e16f689b09013e6c3743453f2522	5ed2f57cb5173aa8ceb96bdbc2131a8ab116e16f689b09013e6c3743453f2522	ce744e3ba35692ceaec4f82b35f63239174e4d7b3977512eb4582a9217cee62f
reencode-conservation-value-mismatch	native-reencode	reencode	native	concrete-frame	frame-conservation-value-mismatch	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-conservation-value-mismatch	-	byte-identical	185c5a0566ecd385eaf4003db38e6031c1563edee62252a6c24c5b7e8cef496e	185c5a0566ecd385eaf4003db38e6031c1563edee62252a6c24c5b7e8cef496e	2f6c91e3d61ab9d8c5689589f6f8429989ffc5a7e7d268f4ae61c0e4c508d798
reencode-descriptor-nonownership	native-reencode	reencode	native	concrete-frame	frame-descriptor-nonownership	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-descriptor-nonownership	-	byte-identical	468f0acc27ee642a93115792836ddaba3a74fdceea5acc9d6040d06646c76772	468f0acc27ee642a93115792836ddaba3a74fdceea5acc9d6040d06646c76772	c4ab723cb5237bee5ec4eb915b3e06c3cc0f410ae101f73f4f800c625a317eb6
reencode-duplicate-previous-identity	native-reencode	reencode	native	concrete-frame	frame-duplicate-previous-identity	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-duplicate-previous-identity	-	byte-identical	7f965586cbb487d5d4b9970bd83c6e8cf42291f83d830802124042dbc1bd87a8	7f965586cbb487d5d4b9970bd83c6e8cf42291f83d830802124042dbc1bd87a8	fdf8d610d47858d0b08b6d8beb2ab0dd05f7a36859f5c2a1826f687958fbfb93
reencode-extra-previous	native-reencode	reencode	native	concrete-frame	frame-extra-previous	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-extra-previous	-	byte-identical	b6ebbae1a2d001309863967b1f200d9dd7b974eb0a9c38e9e15a434d9a031a0c	b6ebbae1a2d001309863967b1f200d9dd7b974eb0a9c38e9e15a434d9a031a0c	3199ff4e1458e186104aa90704935ad6eda53efa7823026596bb21a49301d107
reencode-main-public-valid	native-reencode	reencode	native	concrete-frame	frame-main-public-valid	-	4242424242424242424242424242424242424242424242424242424242424242	-	ok	0	frame-main-public-valid	-	byte-identical	f7ed1810999280fc7914bf15538a5292d5511964692b1504929e7cfc65b7be6c	f7ed1810999280fc7914bf15538a5292d5511964692b1504929e7cfc65b7be6c	923c44d0748cdd19de165d866285929983cdfacdc5420254d6ba517a65ffe5ea
reencode-main-wrong-pegged-asset	native-reencode	reencode	native	concrete-frame	frame-main-wrong-pegged-asset	-	4242424242424242424242424242424242424242424242424242424242424242	-	ok	0	frame-main-wrong-pegged-asset	-	byte-identical	229460f395c662898ad4d6c950e167cb25d87870f693174832f9cba5fdd7b780	229460f395c662898ad4d6c950e167cb25d87870f693174832f9cba5fdd7b780	9959b21590b69cfbb1af645b3c9c6659043d186df9d16a89fb54d2887378e0de
reencode-main-wrong-profile-address	native-reencode	reencode	native	concrete-frame	frame-main-wrong-profile-address	-	4242424242424242424242424242424242424242424242424242424242424242	-	ok	0	frame-main-wrong-profile-address	-	byte-identical	4b133d3f52724b827b0aa195b8d0274923842cb7e15f0c3a62a4b6b5ad6bb4ba	4b133d3f52724b827b0aa195b8d0274923842cb7e15f0c3a62a4b6b5ad6bb4ba	72b53262cf9366f07831d6303ec1899aabdd16eb56511c682d67e149cc9178d0
reencode-malformed-address	native-reencode	reencode	native	concrete-frame	frame-malformed-address	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-malformed-address	-	byte-identical	391714b40a4f01c512d27f954e6dd3ef1678c55ab6e42ddb54ef73fdec80c442	391714b40a4f01c512d27f954e6dd3ef1678c55ab6e42ddb54ef73fdec80c442	857e2ec3fa991f2063e18e1ec5e86bcab521dfae3771a9c582250e678cecc37d
reencode-missing-previous	native-reencode	reencode	native	concrete-frame	frame-missing-previous	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-missing-previous	-	byte-identical	06a522c6952f93fb0014715fa0adbe70e27083f15e8eca299736314f4f2fe31e	06a522c6952f93fb0014715fa0adbe70e27083f15e8eca299736314f4f2fe31e	dcfb0d048f5f716b77c60174e20c70109ab20bd66882c702d91646f5f7c8f538
reencode-noncanonical-address	native-reencode	reencode	native	concrete-frame	frame-noncanonical-address	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-noncanonical-address	-	byte-identical	62dea071b5a6d67e4be8de31f06dca37cef2c15d955f80175b12305c463bd602	62dea071b5a6d67e4be8de31f06dca37cef2c15d955f80175b12305c463bd602	e7874305460604f7a525c05bb5aaf6093dc32db88fdf870f561d422791e2a75b
reencode-nonconfidential-address	native-reencode	reencode	native	concrete-frame	frame-nonconfidential-address	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-nonconfidential-address	-	byte-identical	6bd9a737ebf30feca2eb4c5fe47cd670eaaefe49f33d501ab1c30e25618c423f	6bd9a737ebf30feca2eb4c5fe47cd670eaaefe49f33d501ab1c30e25618c423f	b9a6fab6c4b229cb2172fad598296c6f9e523de29cf9320d45ccf295df464a78
reencode-output-index-mismatch	native-reencode	reencode	native	concrete-frame	frame-output-index-mismatch	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-output-index-mismatch	-	byte-identical	7617a6a80841ef07d4fcd1108b02d85ec80aca4135949dca3fb02a6cd8dc0eb9	7617a6a80841ef07d4fcd1108b02d85ec80aca4135949dca3fb02a6cd8dc0eb9	2d6c36da066094ad51cb7025a8a6844a6e6ca4a80d83f85464fe78184b45bc53
reencode-public-output-shape	native-reencode	reencode	native	concrete-frame	frame-public-output-shape	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-public-output-shape	-	byte-identical	fbdce60fcb1072570c950accbf128b40f31c0a0c88bffb1d3f468a6670e80022	fbdce60fcb1072570c950accbf128b40f31c0a0c88bffb1d3f468a6670e80022	7c0514664da339a12ce1ebb14419b91d7b52731c0d2359f30a1da1476a8f0c82
reencode-test-public-valid	native-reencode	reencode	native	concrete-frame	frame-test-public-valid	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-test-public-valid	-	byte-identical	fa8cf8321c8de34a8d4d1f8c881b327bf3961520857e2480e5564ccff012153f	fa8cf8321c8de34a8d4d1f8c881b327bf3961520857e2480e5564ccff012153f	7ebd392255cf0a392c17ffe7eee5109f671fcda46a13d28e715496fa9d409e5d
reencode-test-shared-previous-valid	native-reencode	reencode	native	concrete-frame	frame-test-shared-previous-valid	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-test-shared-previous-valid	-	byte-identical	ef47458656fb0f9118ea1f9964b70a72ced729feb2226aac3231ddc8494426e7	ef47458656fb0f9118ea1f9964b70a72ced729feb2226aac3231ddc8494426e7	a9dd12e8a5ebc251b32fb6450e01da4c10920e3d986858aad8d4e45c8b102906
reencode-test-toy-multiasset	native-reencode	reencode	native	concrete-frame	frame-test-toy-multiasset	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-test-toy-multiasset	-	byte-identical	18b492be86f8ab55c6029849c1a35fa7e2138e27c13cb2c564b37addd99774f5	18b492be86f8ab55c6029849c1a35fa7e2138e27c13cb2c564b37addd99774f5	3d7b0037d259bace6f75dd4d17661c803b8d137d8b7bf40c9e1f7f6fe9a5132f
reencode-test-toy-ordered	native-reencode	reencode	native	concrete-frame	frame-test-toy-ordered	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-test-toy-ordered	-	byte-identical	909088e306d2e9d6941dc28c05012f8db3ce3b72a89626474936e0715d4b5ef3	909088e306d2e9d6941dc28c05012f8db3ce3b72a89626474936e0715d4b5ef3	8337c0a4f15a8bc42311c26010a9de19d1cc61eb92ac4bcd4125ae904cfe9c8e
reencode-test-toy-repeated-candidate	native-reencode	reencode	native	concrete-frame	frame-test-toy-repeated-candidate	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-test-toy-repeated-candidate	-	byte-identical	48fa91aa618d0b0688639e67a217a924321a84334dbf894a4b53710ec3481c02	48fa91aa618d0b0688639e67a217a924321a84334dbf894a4b53710ec3481c02	3afc4868352151910df1d98116f4e10c305a49fb633c0573f9d5b3cd553e0df7
reencode-test-toy-single	native-reencode	reencode	native	concrete-frame	frame-test-toy-single	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-test-toy-single	-	byte-identical	301e282dec76985d4b6e19396fb38d33f76005c426c63b5691a391b89e9d2f2d	301e282dec76985d4b6e19396fb38d33f76005c426c63b5691a391b89e9d2f2d	a85076f7f87512a1ce879c7a0ef0907944ffcbccdc7357de11f79531f76c1268
reencode-unknown-manifest	native-reencode	reencode	native	concrete-frame	frame-unknown-manifest	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-unknown-manifest	-	byte-identical	96dbbea351c51ee04fac7f5d0556f9e66be55c1382e93878e0701dfe18265f6b	96dbbea351c51ee04fac7f5d0556f9e66be55c1382e93878e0701dfe18265f6b	bc37df59dd50b41ff76e71325703dcbf81aa826fb43a3643dc27ebdf9738ee42
reencode-wrong-pegged-asset	native-reencode	reencode	native	concrete-frame	frame-wrong-pegged-asset	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-wrong-pegged-asset	-	byte-identical	c41a753122c5ccb06091527f35d31eca10801eee169ccc6d802d25a0fe36c033	c41a753122c5ccb06091527f35d31eca10801eee169ccc6d802d25a0fe36c033	49f9b39bdcdbdae39939e8c39f9215059b474bf71381f0c793f240ca29efddc5
reencode-wrong-profile-address	native-reencode	reencode	native	concrete-frame	frame-wrong-profile-address	-	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-wrong-profile-address	-	byte-identical	899b76f96ff6deaafc9e3f954e392249487e72f16e2af9e4bc67a859859f7ed8	899b76f96ff6deaafc9e3f954e392249487e72f16e2af9e4bc67a859859f7ed8	4758aa004222deb06c42e33b2b86ed4f50670c4b4104fa0b037f71e7159ef1ad
shared-encode-main-public	shared-encoder	encode	managed+native	concrete-frame	frame-main-public-valid	model-main-public	4242424242424242424242424242424242424242424242424242424242424242	-	ok	0	frame-main-public-valid	-	mainnet,public-funding	7214ce44886c2dd13c670d35ca7c6409dec272fb4a55d1a1b73a5e9d59ba24f8	f7ed1810999280fc7914bf15538a5292d5511964692b1504929e7cfc65b7be6c	04782605c9e933a7517e39632ea4c8b1dc575a4a0bf19a0607de7bc71f9c5b0f
shared-encode-multiasset	shared-encoder	encode	managed+native	concrete-frame	frame-test-toy-multiasset	model-multiasset	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-test-toy-multiasset	-	multiasset-exact-balance	168a81ca82aacee54ae0164aad594ab17f97f5a067d532b1e7d820d593c2f84f	18b492be86f8ab55c6029849c1a35fa7e2138e27c13cb2c564b37addd99774f5	887d9829df818353ee80276c432bb39452cd8a00e4646204af333b5495050254
shared-encode-repeated-candidate	shared-encoder	encode	managed+native	concrete-frame	frame-test-toy-repeated-candidate	model-repeated-candidate	4141414141414141414141414141414141414141414141414141414141414141	-	ok	0	frame-test-toy-repeated-candidate	-	repeated-candidate-payload	6da792aea5f8b14bc21584d805e49aec4940feb3c39ce78032bfe8ed0552a932	48fa91aa618d0b0688639e67a217a924321a84334dbf894a4b53710ec3481c02	94e6480343e3efa1b24a6c3301753f9df409d7389b7eee6ce2f57cb44bff35cd
